claimlosscause,tpvehicledamage,tpvehicletowed,tpvehicledriveable,tpvehicletotalloss,tpvehiclerecovered,ivehicledamage,ivehicletowed,ivehicledriveable,ivehicletotalloss,ivehiclerecovered,trt__ivehicledamage,trt__ivehicledriveable,trt__ivehiclerecovered,trt__ivehicletotalloss,trt__ivehicletowed,trt__tpvehicledamage,trt__tpvehicledriveable,trt__tpvehiclerecovered,trt__tpvehicletotalloss,trt__tpvehicletowed,claimdecision,claimliability,claimlodgemethod,policyproducttype,policychannel,policypremiumbilling,new__claimdecision,new__claimliability,new__claimlodgemethod,new__policychannel,new__policypremiumbilling,new__policyproducttype,savings,claimid,claimstatus,claimcatastrophecode,claimcatastrophedesc,claimlosssuburb,claimlossstate,cls,claimincidentdescription,claimpolicenotified,claimpolicedate,claimpolicetime,claimfirenotified,claimreserve,claimexcesstotal,claimexcessapplicable,claimexcesswaived,policybrand,policystatus,policylob,policytype,policybillingrenewal,policyalterations,riskmotoragreedvalue,riskmotormarketvalue,risksuburb,riskstate,risksuminsured,riskmotorpurchaseprice,tpvehicleyear,tpvehicledriverage,ivehicleyear,ivehicledriverage,insured_parties,tp_parties,tp_parties_var,ActivityOwner,AdditionalInsured,Agent,AlternateContact,AnimalOwner,AppointmentContact,AssessmentLocation,Assessor,Broker,CaseManager,Claimant,ClaimantDependent,Complainant,Cyclist,DefenceBarrister,DefenceLawFirm,Defendant,Driver,Employee,Employer,Engineer,Executor,ExternalAssessor,Financier,FormerInsured,HireCarAgency,ImpactParty,IncidentParty,Informant,InjuredParty,Insured,InsuredRepresentative,Interestedparty,Investigator,LawEnforcementAgency,LegalCaseManager,ListedDriver,MainContact,MakeSafeProviderGeneralBuilder,Mortgagee,MotorRepairShop,NegotiationContact,Neighbour,Observer,Occupant,Other,OtherInsurer,Owner,OwningAgency,Passenger,Payee,Pedestrian,Plaintiff,PlaintiffLawFirm,PlaintiffsAttorney,Powerofattorney,PrimaryAssessor,RealEstateAgent,RecoveryAgent,RecoveryOnBehalfOf,RecoveryPayer,RepairShop,Repairer,Reporter,ResponsibleParty,ResponsiblePartyForIncident,SalvageService,ServiceProvider,SharpAgency,Supervisor,Supplier,Suspect,Swimmer,TPSettlementParty,Tenant,ThirdPartyInsurer,TowingAgency,TransportCarrier,UnitOwner,Vendor,Witness,claim_lag_losslodge,claim_lag_lossinception,claim_lag_lossalteration,fraud_class,prev_claims,POLICYINCEPTIONDATE,POLICYEXPIRYDATE,POLICYNBRCLAIMS,flag_claimpolicenotified,flag_claimfirenotified,flag_ivehicledriveable,flag_trt_ivehicledriveable,flag_trt_tpvehicledriveable,flag_prev_claims,flag_trt_ivehicletotalloss,flag_trt_tpvehicletotalloss,flag_newclaimlodgemethod_phone,new_claimlodgemethod_make,flag_aggclaimlosscause_driving,flag_aggclaimlosscause_parked,flag_aggclaimlosscause_theft,flag_aggclaimlosscause_hazard,flag_motorrepairshop,flag_salvageservice,flag_towingagency,alternate_fraud_class,flag_trt_tpvehicliedriveable,flag_trt_ivehicledamage,flag_trt_tpvehicledamage,flag_claimexcesswaived,flag_clsStat
Theft,,,,,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6150139,Closed,,,LIVERPOOL,NSW,Theft of vehicle,I parked my car on the street and went out for dinner in a restaraunt.When I came back out I saw that my car was gone.I walked aorund a bit looking for it thinking I might have forgotten where I parked it but I could not find it.,Yes,1/13/2014,77400,No,19475,2125,2125,No,JCI,In force,Personal Insurance,Personal auto,"Automatic",1,21600,0,GREEN VALLEY,NSW,21600,28000,0,0,2003,24.31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,1091,5,0,yes,1/18/2011,1/18/2014,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,0,0,0,1,0,1,0,0,0
Damage Whilst Driven,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,At Fault,Phone,,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6150140,Closed,,,BURNIE,TAS,Roll Over,I've accidentally hit the gutter which has caused my to lose control_ I've gone up a hill and the car has rolled,Yes,NA,NA,No,14478,350,350,No,Shannons,In force,Personal Insurance,Personal auto,"Automatic",0,17520,0,ACTON,TAS,17520,0,0,0,2005,30.56,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,1164,297,0,yes,11/6/2010,11/6/2014,0,1,0,0,0,0,1,1,0,1,NA,1,0,0,0,1,0,1,1,0,1,0,0,0
Damage Whilst Driven,,,,,,Yes,No,Yes,No,,Yes,Yes,No,No,No,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6150621,Closed,,,SAN REMO,VIC,Collision with Stationary Object,I was coming into a friends property and was moving forward but it was a steep road and i have misjudged as i made a sharp turn  and ds front door has scraped against the fence and post  POI : IV - Ds front door,No,NA,NA,No,3015.22,575,575,No,APIA,In force,Personal Insurance,Personal auto,"Automatic",0,0,4800,SMITHS BEACH,VIC,4800,0,0,0,2001,81,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,5516,328,0,yes,12/7/1998,12/7/2014,0,0,0,1,1,0,1,0,0,1,NA,1,0,0,0,1,0,0,1,0,1,0,0,1
Damage Whilst Parked,No,No,Yes,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,No,Yes,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6150720,Closed,,,WYOMING,NSW,Accidental Damage whilst parked,I was parked and another car was reversing out of a car park and hit the rear PS of my car.     IVD:   PS rear quarter is dented.    TP1VD (Rego:  ):  Nil dmge.,No,NA,NA,No,76.9,625,0,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,2340,0,WYOMING,NSW,2340,0,0,0,1998,33.75,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791,6,359,0,yes,1/7/2014,1/7/2015,0,0,0,1,1,1,1,0,0,1,NA,0,1,0,0,0,0,0,1,1,1,0,0,0
Theft,,,,,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,Not at Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6151039,Closed,,,MORISSET,NSW,Theft of vehicle,I was out on a vacation when I returned may car was stolen.    IV-POI: Theft,Yes,1/13/2014,51600,No,12884.5,775,775,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,12950,0,BALCOLYN,NSW,12950,25000,0,0,2003,39.21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1244,973,130,0,yes,5/16/2011,5/23/2014,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,1,1,1,1,0,1,0,0,0
Theft,,,,,,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Accept,Not at Fault,Phone,,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6151043,Closed,,,MOSS VALE,NSW,Theft of vehicle,The police came to my house at 02:30AM and said my car was stolen and has been involved in an accident.  POI IO whole car,Yes,NA,NA,No,5199.6,600,600,No,Vero Corpo,In force,Personal Insurance,Personal auto,"Automatic",0,0,7000,MOSS VALE,NSW,7000,0,0,0,2002,56.22,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,366,3743,275,0,no,10/16/2003,10/16/2014,1,1,0,0,0,0,0,1,0,1,NA,0,0,1,0,1,1,1,1,0,1,0,0,0
Damage Whilst Driven,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Reject,At Fault,Phone,Motor Comprehensive,DIRECT,Annual,Reject,At Fault,Phone,DIRECT,Annual,Motor Comprehensive,3500,6151114,Closed,,,CAIRNS CITY,QLD,Third Party Hit in Rear by Insured,*ACTUAL TIME 11:00AM*  It was raining we were a the traffic lights I was moving toward the right of the road and the car in front has suddenly stopped and because of the wet I couldn't stop and have hit the rear of the car in front    POI IV - front bumper/grille/lights  POI TPV - rear,Yes,NA,NA,No,381.1,600,600,No,Suncorp,In force,Personal Insurance,Personal auto,"Automatic",0,4100,0,CAIRNS,QLD,4100,0,0,0,1993,56.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,689,0,365,0,yes,1/13/2014,1/13/2015,0,1,0,0,0,0,1,1,0,1,NA,1,0,0,0,1,0,0,1,0,1,0,0,0
Damage Whilst Driven,Yes,No,No,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6151143,Closed,,,MELTON,VIC,Third Party Hit in Rear by Insured,I have travelling behind another vehicle / They have been approaching an intersection and wanting to turn left / I have failed to brake in time / The front bumper of my vehicle has impacted the rear bumper of the vehicle in front,No,NA,NA,No,6216.94,650,650,No,GIO,In force,Personal Insurance,Personal auto,"Automatic",0,11500,0,BROOKFIELD,VIC,11500,0,2008,0,2006,44.09,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,913,6,359,0,yes,1/7/2014,1/7/2015,0,0,0,1,1,0,1,0,0,1,NA,1,0,0,0,0,0,0,1,0,1,1,0,0
Damage Whilst Driven,Yes,No,No,No,,Yes,No,No,No,,Yes,No,No,No,No,Yes,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6151158,Closed,,,NOBLE PARK,VIC,Third Party Hit in Rear by Insured,I was stationary at the traffic. There was another car in front of me_ she started to move and stopped again. I failed to stop in time and hit the rear of the other car.    IV POI: front bumper_radiator leaking_p/s rear mirror  TPV POI:  rear bumper,No,NA,NA,No,3617.49,1175,1175,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,28000,0,KEYSBOROUGH,VIC,28000,28000,2004,0,2008,25.61,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5430,363,2,0,yes,1/12/2013,1/12/2014,0,0,0,0,0,0,1,0,0,1,NA,1,0,0,0,0,0,0,1,0,1,1,0,0
Damage Whilst Driven,,,,,,Yes,No,Yes,No,,Yes,Yes,No,No,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,Not at Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6151179,Closed,,,ADELAIDE,SA,Collision with a pedestrian / cycl,I was stationary and a cyclist rode around the side of my car. He also dinted the side of my car with his foot. He was not provoked by me.    IV POI: under the rear ds window,Yes,1/16/2014,36000,No,0,590,590,No,AAMI,Void,Personal Insurance,Personal auto,"Renewal",0,6950,0,KENSINGTON GARDENS,SA,6950,11550,0,0,2002,57.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,946146,6420,0,0,no,8/30/1994,3/28/2012,4,1,0,1,1,0,0,0,0,1,NA,1,0,0,0,0,0,0,1,0,1,0,0,0
Damage Whilst Driven,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,INTERNET,Annual,Accept,At Fault,Phone,INTERNET,Annual,Motor Comprehensive,0,6151185,Closed,,,BANKSIA GROVE,WA,Roll Over,The car has gone off the road and he has rolled the car    I fell asleep and I have woken up and tried to correct and skidded and have gone off the road and my vehicle has flipped twice. I was not able to correct the vehicle once I had woken up,No,NA,NA,No,14432.7,1745,1745,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,16500,0,AVELEY,WA,16500,0,0,0,2011,18.26,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,309,271,94,0,yes,4/18/2013,4/18/2014,0,0,0,0,0,0,1,1,0,1,NA,1,0,0,0,1,0,1,1,0,1,0,0,0
Damage Whilst Driven,Yes,No,Yes,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Accept,At Fault,Phone,,INTERNET,Monthly,Accept,At Fault,Phone,INTERNET,Monthly,Motor Comprehensive,0,6151279,Closed,,,MORNINGTON,VIC,Third Party Hit in Rear by Insured,I was driving home from work_ traffic was slow as peak hour traffic. 2 lane road merging into single lane. Traffic slowly merging_ then speed increased a taxi 30 yards in front and has breaked hard_ I have breaked hard and slid into the back of the taxi.  IV POI: Front bumper  TP POI: Rear Bumper,No,NA,NA,No,3916.02,2125,2125,No,JCI,In force,Personal Insurance,Personal auto,"Automatic",1,8700,0,MOUNT MARTHA,VIC,8700,8000,0,0,1994,18.8,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48549,13,352,0,yes,11/28/2013,11/28/2014,0,0,0,1,1,1,1,0,0,1,NA,1,0,0,0,1,0,0,1,1,1,1,0,0
Damage Whilst Driven,Yes,No,No,Yes,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,At Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6151466,Closed,,,CHADSTONE,VIC,Insured Failed Right of Way,I WAS APPROACHING AN INTERSECTION AND GOING RIGHT AND THERE HAS BEEN AN IMPACT WITH THE OTHER CAR .I DONT REMEMBER ANYTHING BEFORE OR AFTER THE INCIDENT I WAS TAKEN INTO HOSPITAL,Yes,NA,NA,No,21396.09,1225,1225,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,15400,0,DARLEY,VIC,15400,23500,2004,0,2007,19.4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,1904,287,0,no,10/26/2008,10/26/2014,1,1,0,0,0,0,0,1,1,1,NA,1,0,0,0,1,1,0,1,0,1,1,0,0
Damage Whilst Driven,Yes,No,Yes,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Accept,At Fault,Phone,,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6151609,Closed,,,BULLEEN,VIC,Third Party Hit in Rear by Insured,it was raining this day_ the person in front stopped suddenly and I hit them in the rear    damage poi iv  - frt bar dented and scratched_ frt grille - broken_ poss rhf pulled out distorted_ bonnet dented_ sensors popped in.     damage tp poi - rear bar,No,NA,NA,No,3949,550,550,No,Shannons,In force,Personal Insurance,Personal auto,"Automatic",0,28900,0,PASCOE VALE SOUTH,VIC,28900,0,0,0,2007,44.32,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58921,547,183,0,yes,6/5/2012,6/5/2014,0,0,0,1,1,1,1,0,0,1,NA,1,0,0,0,1,0,0,1,1,1,1,0,0
Damage Whilst Parked,Yes,No,Yes,No,,Yes,No,No,Yes,,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6151618,Closed,,,SANS SOUCI,NSW,Accidental Damage whilst parked,I was asleep last night and i heard a loud bang and i went out the front and another car driving (TP1) down the street has  hit the rear end of my car that was parked on the street out the front of my home.The force from the rear impact has popped the front bumper and number plate/grill as well. Subsequently this pushed my car forward in to the another car (TP2)    iv poi-rear bumper/boot. Front middle bumper  tpv poi-front bumper/bonnet,Yes,NA,NA,No,2774.75,600,0,No,GIO,In force,Personal Insurance,Personal auto,"Automatic",1,10000,0,SANS SOUCI,NSW,10000,0,0,0,2003,52.36,1,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,3387,265,0,no,10/5/2004,10/5/2014,1,1,0,0,0,1,0,1,0,1,NA,0,1,0,0,1,0,0,1,1,1,1,0,0
Damage Whilst Driven,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,At Fault,Phone,DIRECT,Annual,Motor Comprehensive,350,6151674,Closed,,,NEWBRIDGE,NSW,Collision with Stationary Object,ACTUAL DOL - 12/1/2014 between 3PM - 4PM  I was driving around a corner and to avoid colliding with another vehicle that was coming around in the opposite direction I had to swerve and ended up in a ditch,Yes,NA,NA,No,9421.9,950,950,No,GIO,Lapsed,Personal Insurance,Personal auto,"Automatic",1,9490,0,ORANGE,NSW,9490,0,0,0,2003,59.86,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,250278,1095,366,1,yes,7/25/2010,7/25/2014,0,1,0,0,0,0,1,1,0,1,NA,1,0,0,0,1,1,1,0,0,1,0,0,1
Damage Whilst Driven,No,No,Yes,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,No,Yes,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6151694,Closed,,,PAKENHAM,VIC,Third Party Reversed into Insured,ACTUAL LOSS TIME: 11:00AM     I was reversing out of a carpark_ when another car was reversing out of a carpark opposite and hit me. I had already stopped when the other car hit me.     IV POI: P/S REAR DOOR  TP POI: TOWBAR_ SPARE TYRE,No,NA,NA,No,1900.87,575,0,No,APIA,In force,Personal Insurance,Personal auto,"Automatic",0,35000,0,PAKENHAM,VIC,35000,0,0,0,2013,71.1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,359,0,yes,1/8/2014,1/8/2015,0,0,0,1,1,1,1,0,0,1,NA,1,0,0,0,1,0,0,1,1,1,0,0,0
Theft,,,,,,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6151909,Closed,,,SHELLEY,WA,Theft of vehicle,They have broken into the house and stolen keys to the car and the garage remote control and taken the car.,Yes,1/12/2014,39600,No,8119.9,545,545,No,AAMI,Void,Personal Insurance,Personal auto,"Automatic",0,13050,0,LEEMING,WA,13050,18999,0,0,2002,43.72,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3922,722,9,0,yes,1/20/2012,1/20/2014,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,0,0,1,1,0,1,0,0,0
Damage Whilst Driven,,,,,,Yes,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,Reject,At Fault,Phone,,DIRECT,Monthly,Reject,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,1,6152646,Closed,,,MERMAID BEACH,QLD,Hit a parked car,I was driving on the gold coast hwy and there was a car parked on the side and it has reversed into me / advd insured this would not be classed as him at fault  / insured advd the police have advd he is at fault / insured elderly and unclear of exactly what happened but has said he is at fault,Yes,NA,NA,No,1722.96,600,600,No,Suncorp,In force,Personal Insurance,Personal auto,"Automatic",0,0,0,ROBINA,QLD,0,0,0,0,1998,75.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1519,3715,303,0,yes,11/12/2003,11/12/2014,0,1,0,0,0,0,1,0,0,1,NA,1,0,0,0,0,0,0,1,0,1,0,0,0
Theft,,,,,,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6152815,Closed,,,COPPING,TAS,Theft of vehicle,Last time saw my car was 31st of December where in I experienced Overheating on my car in Arthur Highway Copping_ I stopped and called my friend and my friend pick me up_ and he tried to look at it and figure it out what happens and I came back to work and when I came back after a week where my car is_ I notice that my car was missing and that was on the 4th of January thinking it might have been towed_ I went to the police station on the,Yes,1/6/2014,37800,No,16078.44,825,425,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,14300,0,TRANMERE,TAS,14300,12000,0,0,2003,23.15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,14170,667,63,0,yes,3/8/2012,3/8/2014,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,1,1,1,1,0,1,0,0,0
Damage Whilst Driven,Yes,Yes,No,No,,Yes,No,Yes,Yes,,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Reject,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Reject,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,10485.6,6152871,Closed,,,BROADFORD,VIC,Insured Failed Right of Way,My dad was turning left from Short Street onto High Street. He had a give-way sign. There was a car on High Street coming from his right. He unfortunately thought that car was further away than it was. When he pulled out that car hit his car and flipped over and landed on its roof.  IV POI - DSR 1/4 PANEL_ DSR BUMPER_ DSR DOOR  TPV POI - PSF BUMPER/CORNER,Yes,1/13/2014,68700,Ye,803,500,500,No,APIA,In force,Personal Insurance,Personal auto,"Automatic",0,0,4350,BROADFORD,VIC,4350,0,0,20.8,2000,73.87,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1075,872,224,0,yes,8/25/2011,8/25/2014,0,1,1,1,1,0,1,1,0,1,NA,1,0,0,0,1,0,1,1,0,1,1,0,0
