agg__claimlosscause,claimlosscause,tpvehicledamage,tpvehicletowed,tpvehicledriveable,tpvehicletotalloss,tpvehiclerecovered,ivehicledamage,ivehicletowed,ivehicledriveable,ivehicletotalloss,ivehiclerecovered,trt__ivehicledamage,trt__ivehicledriveable,trt__ivehiclerecovered,trt__ivehicletotalloss,trt__ivehicletowed,trt__tpvehicledamage,trt__tpvehicledriveable,trt__tpvehiclerecovered,trt__tpvehicletotalloss,trt__tpvehicletowed,claimdecision,claimliability,claimlodgemethod,policyproducttype,policychannel,policypremiumbilling,new__claimdecision,new__claimliability,new__claimlodgemethod,new__policychannel,new__policypremiumbilling,new__policyproducttype,savings,claimid,claimstatus,claimcatastrophecode,claimcatastrophedesc,claimlosssuburb,claimlossstate,cls,claimincidentdescription,claimpolicenotified,claimpolicedate,claimpolicetime,claimfirenotified,claimreserve,claimexcesstotal,claimexcessapplicable,claimexcesswaived,policybrand,policystatus,policylob,policytype,policybillingrenewal,policyalterations,riskmotoragreedvalue,riskmotormarketvalue,risksuburb,riskstate,risksuminsured,riskmotorpurchaseprice,tpvehicleyear,tpvehicledriverage,ivehicleyear,ivehicledriverage,insured_parties,tp_parties,tp_parties_var,ActivityOwner,AdditionalInsured,Agent,AlternateContact,AnimalOwner,AppointmentContact,AssessmentLocation,Assessor,Broker,CaseManager,Claimant,ClaimantDependent,Complainant,Cyclist,DefenceBarrister,DefenceLawFirm,Defendant,Driver,Employee,Employer,Engineer,Executor,ExternalAssessor,Financier,FormerInsured,HireCarAgency,ImpactParty,IncidentParty,Informant,InjuredParty,Insured,InsuredRepresentative,Interestedparty,Investigator,LawEnforcementAgency,LegalCaseManager,ListedDriver,MainContact,MakeSafeProviderGeneralBuilder,Mortgagee,MotorRepairShop,NegotiationContact,Neighbour,Observer,Occupant,Other,OtherInsurer,Owner,OwningAgency,Passenger,Payee,Pedestrian,Plaintiff,PlaintiffLawFirm,PlaintiffsAttorney,Powerofattorney,PrimaryAssessor,RealEstateAgent,RecoveryAgent,RecoveryOnBehalfOf,RecoveryPayer,RepairShop,Repairer,Reporter,ResponsibleParty,ResponsiblePartyForIncident,SalvageService,ServiceProvider,SharpAgency,Supervisor,Supplier,Suspect,Swimmer,TPSettlementParty,Tenant,ThirdPartyInsurer,TowingAgency,TransportCarrier,UnitOwner,Vendor,Witness,claim_lag_losslodge,claim_lag_lossinception,claim_lag_lossalteration,fraud_class,prev_claims,POLICYINCEPTIONDATE,POLICYEXPIRYDATE,POLICYNBRCLAIMS,flag_claimpolicenotified,flag_claimfirenotified,flag_ivehicledriveable,flag_trt_ivehicledriveable,flag_trt_tpvehicledriveable,flag_prev_claims,flag_trt_ivehicletotalloss,flag_trt_tpvehicletotalloss,flag_newclaimlodgemethod_phone,new_claimlodgemethod_make,flag_aggclaimlosscause_driving,flag_aggclaimlosscause_parked,flag_aggclaimlosscause_theft,flag_aggclaimlosscause_hazard,flag_motorrepairshop,flag_salvageservice,flag_towingagency,alternate_fraud_class,flag_trt_tpvehicliedriveable,flag_trt_ivehicledamage,flag_trt_tpvehicledamage,flag_claimexcesswaived,flag_clsStat
Damage Whilst Parked,Damage Whilst Parked,,,,,,Yes,No,Yes,No,,Yes,Yes,No,No,No,No,No,No,No,No,Accept,Not at Fault,Inter,,DIRECT,Annual,Accept,Not at Fault,Inter,DIRECT,Annual,Motor Comprehensive,0,6387734,Closed,,,TORONTO,NSW,Accidental Damage whilst parked,***POLICY EXPIRED- IMPORTANT INCIDENT OCCURRED 03/03/2014****    Monday the 3rd of March I walked back to my bike which I had left parked on Brighton Ave while I went to the shops. When I returned to my bike it was laying on its left hand side in the road next to the curb. The damage is some scratches on the left hand fairing_ mirror and clutch housing cover. A small dent in the left hand exhaust muffler and the the passenger left hand si,No,NA,NA,No,3043.62,400,400,No,IMR,In force,Personal Insurance,Personal auto,"Automatic",0,9800,0,ARCADIA VALE,NSW,9800,0,0,0,2007,48.95,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17134,365,0,0,yes,2/24/2013,2/24/2014,0,0,0,1,1,0,1,0,0,0,NA,0,1,0,0,1,0,0,1,0,1,0,0,0
Theft,Theft,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Withou,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Withou,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,12993.46,6387804,Closed,,,FLEMINGTON,VIC,Theft of vehicle,I PARKED THE VEHICLE ON THURSDAY IN A RESIDENTIAL AREA PARKING SPACE. WHEN MY WIFE GOT BACK TO THE CAR_ SHE COULDN'T FIND IT.     ACTUAL LOSS TIME: 07:00    IV POI: UNRECOVERED THEFT,Yes,3/8/2014,70200,No,4450.71,625,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,14000,0,FLEMINGTON,VIC,14000,0,0,0,2007,42.1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,584,146,0,yes,8/1/2012,8/1/2014,0,1,0,0,0,0,1,0,0,1,NA,0,0,1,0,0,0,1,1,0,1,0,0,0
Theft,Theft,,,,,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,Not at Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6387806,Closed,,,FLEMINGTON,VIC,Theft of vehicle,I WENT TO THE MARKET AND PARKED ACROSS THE ROAD. WHEN I GOT BACK TO IT MY CAR WAS ALREADY GONE.     IV POI: UNRECOVERED THEFT,Yes,3/8/2014,61200,No,21725,875,875,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,22600,0,CHERRYBROOK,NSW,22600,25000,0,0,2004,67.06,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,414,316,0,yes,1/18/2013,1/18/2015,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,0,0,0,1,0,1,0,0,0
Damage Whilst Driving,Damage Whilst Driven,Yes,Yes,No,Yes,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Accept,At Fault,Make,,INTERNET,Annual,Accept,At Fault,Make,INTERNET,Annual,Motor Comprehensive,0,6387823,Closed,,,BURNSIDE,VIC,Insured Failed Right of Way,I came towards the traffic lights on Ballarat Rd/ Westwood Drive. I was about to right right onto Station Rd where the incident happened. I thought the light was green to turn right and I turned. That is when the other car appeared on the opposite side of the road coming towards me and then we collided head on.,Yes,NA,NA,No,24322.98,1200,1200,No,Bingle,In force,Personal Insurance,Personal auto,"Automatic",0,23290,0,Delahey,VIC,23290,25555,1996,0,2013,20.43,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,139,15,350,0,yes,2/21/2014,2/21/2015,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0
Damage Whilst Driving,Damage Whilst Driven,,,,,,Yes,No,No,Yes,,Yes,No,No,Yes,No,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,At Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6388088,Closed,,,LIGHTNING RIDGE,NSW,Hit an animal,MY HUSBAND WAS DRIVING AND A KANGAROO CAME OUT OF THE BUSH_ MY HUSBAND TRIED TO TURN THE WHEEL TO AVOID HITTING IT BUT STILL HIT IT_ THEN WENT OFF ROAD AND HAS HIT A TREE OR A BUSH.    IV DMG: PINK FLUID LEAKING_ SMOKE COMING FROM UNDER BONNET_ FRONT BUMPER CAME OFF BOTH FRONT H/LIGHTS BROKEN_ D/S FRONT DOOR NOT OPENING FULLY_ BONNET DAMAGED_ FRONT NUMBER PLATE DAMAGED.,No,NA,NA,No,54499.15,2175,2175,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",1,86000,0,BRIGHTON,VIC,86000,0,0,0,2013,26.65,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,23,342,0,yes,2/13/2014,2/13/2015,0,0,0,0,0,0,1,1,0,1,NA,1,0,0,0,0,1,0,1,0,1,0,0,0
Other,Other,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,INTERNET,Annual,Accept,At Fault,Phone,INTERNET,Annual,Motor Comprehensive,0,6388364,Closed,,,FIVE DOCK,NSW,Insured Alleged Cause of Incident,ACTUAL TIME OF LOSS: 0850PM  I WAS TOWING A BOAT AND WAS REVERSING THE BOAT RAMP INTO THE WATER. MY MATE TOLD ME TO STOP WHEN THE BOAT HIT THE WATER. AS I HIT THE BRAKE_ THE SURFACE WAS SLIPPERY AND MY CAR KEPT SLIPPING INTO THE WATER. I WAS ABLE TO GET OUT OF THE CAR.,No,NA,NA,No,22378.24,775,775,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,20200,0,WINSTON HILLS,NSW,20200,0,0,0,2009,25.83,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,59,306,0,yes,1/8/2014,1/8/2015,0,0,0,0,0,0,1,1,0,1,NA,0,0,0,0,1,1,1,1,0,1,0,0,0
Damage Whilst Driving,Damage Whilst Driven,Yes,No,Yes,No,,Yes,No,No,Yes,,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6388517,Closed,,,KESWICK,SA,Third Party Failed Right of Way,*Actual DOL not available* - accident description not available  I have turned into a turning bay waiting to turn onto a 3 lane road and a car that was waiting at the intersection of Everard Ave waiting to cross over into the turning bay as well. There is only room for one car at time to do the turn. As I have gone to merge into the nearest lane_ that car that was waiting has come across the road and come up on my right and we have hit  P,Yes,NA,NA,No,3711.77,400,0,No,AAMI,Void,Personal Insurance,Personal auto,"Automatic",0,5000,0,HYDE PARK,SA,5000,5000,0,0,1996,36.36,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938881,298,68,0,yes,8/1/2011,8/1/2012,0,1,0,0,0,1,1,1,0,1,NA,1,0,0,0,0,1,0,1,1,1,1,0,0
Damage Whilst Driving,Damage Whilst Driven,Yes,No,Yes,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6388520,Closed,,,BRUNSWICK,VIC,Insured Failed Right of Way,I was driving on Lygon Street_ the accident happened in front of 260 Lygon Street.  It is a two lane road.  There were cars parked on the left most lane_ essentially making it a one lane road_ and I was driving citybound.   The parked cars had stretched for about 50 metres.  I was indicating and I was going to turn in the driveway where the parked cars had finished.   I was driving in the RH lane.  I slowed down to indicate left to turn i,No,NA,NA,No,0,2050,2050,No,GIO,In force,Personal Insurance,Personal auto,"Automatic",0,6500,0,ST ALBANS,VIC,6500,0,0,36.58,2004,24.54,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,402,6,359,0,yes,3/2/2014,3/2/2015,0,0,0,1,1,1,1,0,0,1,NA,1,0,0,0,0,0,0,1,1,1,1,0,0
Theft,Theft,,,,,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,,INTERNET,Annual,Accept,Not at Fault,Phone,INTERNET,Annual,Motor Comprehensive,0,6388529,Closed,,,BURWOOD,NSW,Theft of vehicle,MY DAUGHTER AND HER FRIEND WENT TO A RESTAURANT AND I PARKED MY CAR IN THE STREET AT ABOUT 10.30PM AND WHEN I CAME BACK TO THE CAR AT ABOUT 12AM_ IT WASN'T THERE SO I REPORTED IT STOLEN TO BURWOOD POLICE.,Yes,NA,NA,No,10600,0,0,No,Bingle,In force,Personal Insurance,Personal auto,"Automatic",0,10600,0,Greenacre,NSW,10600,11500,0,0,2003,51.57,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1476,711,19,0,yes,3/27/2012,3/27/2014,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,0,0,0,1,0,1,0,0,0
Damage Whilst Driving,Damage Whilst Driven,Yes,No,Yes,No,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6389017,Closed,,,HAWTHORN,VIC,Insured Failed Right of Way,I was driving on Canterbury Rd and at the intersection of Burke Rd_ I was going straight_ and I think I have crossed the red lights. As I've gone through the intersection the front d/s of my car has collided with the p/s of a car that was going north on Burke Rd. I was travelling_ going away from Canterbury Rd (going east).  POI IV DMG: front d/s  POI TPV DMG: p/s door,No,NA,NA,No,19196.45,625,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,21300,0,HAWTHORN,VIC,21300,0,0,0,2009,40.7,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,305,766,330,0,yes,2/2/2012,2/2/2015,0,0,0,0,0,1,1,1,0,1,NA,1,0,0,0,0,1,1,1,1,1,1,0,0
Damage Whilst Driving,Damage Whilst Driven,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,At Fault,Phone,,DIRECT,Annual,Accept,At Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6389224,Closed,,,MILL PARK,VIC,Collision with Stationary Object,I was turning left into the Plenty road and while taking the left turn the right wheels of my car when into the gravels on side of the road and I lost the control of the car and hit the tree on the right of the car.  POI-IV-DS front bumper_ bonnet and DS front tyre_ Air bags_ Suspensions.,No,NA,NA,No,5106.21,2325,2325,No,JCI,In force,Personal Insurance,Personal auto,"Automatic",0,7600,0,LALOR,VIC,7600,13790,0,0,2004,24.18,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,363,2200,356,0,yes,2/29/2008,2/28/2015,0,0,0,0,0,0,1,1,0,1,NA,1,0,0,0,0,1,1,1,0,1,0,0,1
Theft,Theft,,,,,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6389258,Closed,,,EDMONTON,QLD,Theft of vehicle,We went to pick up my car from my mums place and we didn't find the car there. We call mum and then we called the police,Yes,NA,NA,No,19085.75,600,600,No,Suncorp,In force,Personal Insurance,Personal auto,"Automatic",0,19100,0,EDMONTON,QLD,19100,0,0,0,2004,30.75,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919,977,119,0,yes,7/6/2011,7/6/2014,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,0,0,0,1,0,1,0,0,0
Theft,Theft,,,,,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6389285,Closed,,,SEVEN HILLS,NSW,Theft of vehicle,***Actual date of loss 09/03/2014  ***Occurred Between    From 09/03/2014 06:30 PM                                       To 09/03/2014 10:00PM     We left the car in the drive way at home and we noticed that it was missing earlier today.    IV-POI: Unknown,Yes,3/8/2014,79800,No,33916.95,625,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,33800,0,SEVEN HILLS,NSW,33800,51000,0,0,2007,32.78,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,2320,237,1,yes,10/31/2007,10/31/2014,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,0,0,0,0,0,1,0,0,0
Other,Other,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,No Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,No Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6389415,Closed,,,PARKWOOD,QLD,Third Party Alleged Cause of Incid,I have gone to pick up my boyfriend and we have got into an argument.  He has grabbed the steering wheel which has caused us to go off the road and into the marsh and stopped in water.,Yes,NA,NA,No,12199.65,1200,1200,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,13200,0,COOMERA,QLD,13200,0,0,0,2011,21.88,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,267,122,243,0,yes,11/7/2013,11/7/2014,0,1,0,0,0,0,1,1,0,1,NA,0,0,0,0,0,1,1,1,0,1,0,0,0
Theft,Theft,,,,,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6389428,Closed,,,WILLIAMS LANDING,VIC,Theft of vehicle,My parked my car outside the street at my friend's place and when I woke up this morning my car was gone.  (actual time of loss 10:am)    IV-POI: unrecovered,Yes,3/9/2014,38700,No,26940.61,775,775,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,26650,0,POINT COOK,VIC,26650,30000,0,0,2004,25.59,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1364,97,0,no,6/14/2010,6/14/2014,1,1,0,0,0,0,0,1,0,1,NA,0,0,1,0,0,0,0,1,0,1,0,0,0
Damage Whilst Driving,Damage Whilst Driven,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,At Fault,Phone,,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6389451,Closed,,,SEVENTEEN MILE R,QLD,Collision with Stationary Object,My son was driving along when he spilt his drink & he has hit a pole with the car.,Yes,3/8/2014,10800,No,14884.2,900,900,No,Shannons,In force,Personal Insurance,Personal auto,"Automatic",0,19000,0,JINDALEE,QLD,19000,0,0,0,2006,22.46,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2088,1341,120,0,yes,7/6/2010,7/6/2014,0,1,0,0,0,0,1,1,0,1,NA,1,0,0,0,1,0,0,1,0,1,0,0,1
Theft,Theft,,,,,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,Not at Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6389535,Closed,,,SANS SOUCI,NSW,Theft of vehicle,I parked my car on a parallel parking on my partners street and when I checked it just now its gone missing.    IV-POI: unrecovered theft,Yes,NA,NA,No,32166.05,720,720,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,29640,0,MONTEREY,NSW,29640,25000,0,0,2013,20.79,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1008,88,0,yes,6/5/2011,6/5/2014,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,0,0,0,1,0,1,0,0,0
Damage Whilst Driving,Damage Whilst Driven,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,No Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,No Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6389538,Closed,,,DUNDAS,QLD,Hit an animal,I was driving driving from Somerset Dam to Brisbane when I was driving some birds have flown into my window_ I have lost control of the vehicle and subsequently hit a tree. POI IO Front of vehicle,Yes,NA,NA,No,49729.27,600,600,No,Suncorp,In force,Personal Insurance,Personal auto,"Automatic",0,44200,0,ACACIA RIDGE,QLD,44200,0,0,0,2004,34.48,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1141,176,189,0,yes,9/13/2013,9/13/2014,0,1,0,0,0,0,1,1,0,1,NA,1,0,0,0,1,1,1,1,0,1,0,0,0
Damage Whilst Driving,Damage Whilst Driven,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6389559,Closed,,,ROSEHILL,NSW,Collision with Stationary Object,My partner was driving the vehicle_ she has had to turn around to check on somebody in the vehicle. She has subsequently lost control of the vehicle and collided with the side of the free way. POI IO Passenger side front.,Yes,NA,NA,No,7105.54,625,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,8300,0,GRANVILLE,NSW,8300,8300,0,0,2004,30.16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2324,102,263,0,yes,11/26/2013,11/26/2014,0,1,0,0,0,0,1,1,0,1,NA,1,0,0,0,1,0,1,1,0,1,0,0,1
Theft,Theft,,,,,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6389637,Closed,,,ETTALONG BEACH,NSW,Theft of vehicle,******** actual time of loss: 10:30am   WE WENT OUT FOR DINNER LAST NIGHT AND PARKED THE CAR ALONG SNAPPER ST  AT ABOUT 7:15PM AND AFTER DINNER WE LEFT THE CAR WERE WE PARKED IT AND WENT HOME BY A TAXI BECAUSE WE DECIDED TO NOT DRIVE BECAUSE WE HAD A COUPLE OF GLASS OF WINE. THIS MORNING AROUND 10:30AM_WE WENT TO PICK UP THE CAR BUT ITS ALREADY GONE AND MISSING. WENT TO THE POLICE TO HAVE IT REPORTED.    IV POI: UNRECOVER VEHICLE,Yes,NA,NA,No,50374.55,625,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,50570,0,WEST GOSFORD,NSW,50570,98000,0,0,2004,50.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,3149,138,0,no,7/25/2005,7/25/2014,3,1,0,0,0,0,0,1,0,1,NA,0,0,1,0,0,0,0,1,0,1,0,0,0
